Unnamed: 0,Comment,id,date,Pos,Neg,Neu,Car brand,sentiment_score
116,"The value of used ones isn’t dropping as fast as I hoped so I’ll have to wait a few years. On the other hand, owning an Alfa out of warranty is the definition of masochism.","
 @lotsofcurveslover
 ",4 years ago,0.206,0.065,0.729,Alfa Romeo,3
117,"At the auto show I played with the shift paddles so much, security almost walked me out for lewd behaviour. Never felt anything so amazing in an automobile.","
 @chrisp1733
 ",4 years ago,0.293,0.0,0.707,Alfa Romeo,2
118,Great video! Can't wait to see my favorite modern sedan on the channel soon! ,"
 @RealNerdyProductions
 ",4 years ago,0.39,0.0,0.61,Alfa Romeo,5
119,This review gets two thumbs up! Absolutely awesome!,"
 @alfonsowadeyua5293
 ",2 years ago,0.416,0.0,0.584,Alfa Romeo,5
120,Oh my god that engine! It sounds like a Ferrari V12 from the 70s. Some real good stuff.,"
 @Nikiaf
 ",4 years ago,0.358,0.0,0.642,Alfa Romeo,5
121,I have actually thought about buying one of these once they are around for a couple years they are just awesome,"
 @Julian-do7bv
 ",4 years ago,0.186,0.0,0.814,Alfa Romeo,5
122,"Great review of a fantastic car, guys! The description box says that you guys went for a drive in a Porsche Panamera GTS.","
 @puyaanahmady
 ",4 years ago (edited),0.307,0.0,0.693,Alfa Romeo,5
123,"If I didn't already have a Trackhawk, I'd consider this thing.  I like it.","
 @asdf51501
 ",3 years ago,0.2,0.0,0.8,Alfa Romeo,4
124,I loved driving this... In Forza Horizon 4 that is. Great handling.,"
 @terek797
 ",4 years ago,0.5,0.0,0.5,Alfa Romeo,5
125,"Column mounted shifters is the only right way to do it. They never move, you always know where they are when you're in a tight corner.","
 @tadiniteriad8093
 ",4 years ago,0.0,0.0,1.0,Alfa Romeo,2
126,I love alfalfa romeo. Such an underrated car brand.,"
 @laurenwild67
 ",4 years ago,0.375,0.0,0.625,Alfa Romeo,5
127,Sounds like old rally cars.  Love it.,"
 @arlekin1976
 ",4 years ago,0.573,0.0,0.427,Alfa Romeo,5
128,"Finally, a car with a column paddle shifter! Too bad I can't afford one. And too bad I'm too stubborn to get an automatic","
 @pdx96
 ",3 years ago,0.0,0.357,0.643,Alfa Romeo,1
129,Welcome to the Alfa world guys greetings from Europe. Fun fact the green stitching is because top models used to be called Quadrifoglio Verde(green). Great review btw,"
 @adrienbistrovic3187
 ",4 years ago (edited),0.405,0.0,0.595,Alfa Romeo,4
130,Glad you guys like this car I was going to suggest it to my father since he wants something that bridges the gap between sport and convenience for his knees.,"
 @Osprey1994
 ",4 years ago,0.169,0.0,0.831,Alfa Romeo,5
131,over 174hp per liter...so impressive.,"
 @michaeltamer8883
 ",4 years ago,0.452,0.0,0.548,Alfa Romeo,5
132,"I like that whenever Yuri sends it, he check the rear-view mirror afterwards ","
 @christophercordora818
 ",4 years ago,0.185,0.0,0.815,Alfa Romeo,4
133,You forgot to mention that this basically has the same 4WD setup like a gtr. 100% of the power goes to the rear-diff first and can send up to 50% of the power to the front wheels,"
 @MrEvilKnevel
 ",4 years ago,0.067,0.0,0.933,Alfa Romeo,4
134,"If you like this car's exhaust sound, do NOT drive the 4C.  You've been warned.  Yes, those wheels are beautiful.  Inspired by nothing less than the 8C wheels.  Absolute work of art.","
 @DonFather
 ",4 years ago,0.289,0.101,0.61,Alfa Romeo,5
135,I mean you know what they say...”can’t be an enthusiast without owning an Alfa!” This video is proof,"
 @pnwautocar5291
 ",4 years ago,0.149,0.0,0.851,Alfa Romeo,5
136,Another great review! Really hoping you get to review a Giulia sometime soon as well,"
 @zackreece7335
 ",4 years ago,0.466,0.0,0.534,Alfa Romeo,5
137,Love the 4 cylinder one we have. Wish it was theQuadrifoglio!,"
 @arainla
 ",3 years ago,0.473,0.0,0.527,Alfa Romeo,5
138,Alfa and Genesis might be my favorite brands right now.,"
 @juliusalexandria4361
 ",3 years ago,0.25,0.0,0.75,Alfa Romeo,5
139,"The real reason why shift “pads” are mounted is because when you are at a race racetrack you are not supposed to shift while in a turn to keep all the torque and grip to the ground, unless you are coming out of the turn when you have to do little steering input,  I get why you don’t like it, but It is becase as you guys would say “because racecar”","
 @danielpassarelli4176
 ",4 years ago,0.025,0.0,0.975,Alfa Romeo,3
140,"Even the Giulia 2.0T is great, and it's probably more reasonable as a pre-owned choice. The interior is not spectacular, but it looks SO good it doesn't even matter","
 @Cashcow55
 ",3 years ago,0.233,0.033,0.734,Alfa Romeo,4
141,This might be the first time I've agreed with you guys on exhaust sound.,"
 @TrevorReis
 ",4 years ago,0.129,0.135,0.736,Alfa Romeo,3
142,I’ve watched this review 6 times in the past week I love this channel and this car,"
 @MatthewKatidjo
 ",2 years ago,0.231,0.0,0.769,Alfa Romeo,5
143,"The problem I have is that the glc 63 looks way better, however drivetrain is awesome","
 @B5s4
 ",3 years ago,0.323,0.124,0.553,Alfa Romeo,3
144,"Love from Italy 🇮🇹

You should definitely try the Giulia!","
 @saamdotexe
 ",4 years ago,0.473,0.0,0.527,Alfa Romeo,5
145,"The 8-spd is the same ZF unit in BMWs, and that's why the shifter is so similar.","
 @ThePussukka
 ",4 years ago,0.0,0.0,1.0,Alfa Romeo,3
146,I have a regular Stelvio. It is a stellar car!,"
 @Fahmbo
 ",3 years ago,0.0,0.0,1.0,Alfa Romeo,5
147,"I'm digging the Stelvio, but I'm digging the Seiko too.","
 @celyda2
 ",4 years ago,0.0,0.0,1.0,Alfa Romeo,3
148,"Try an Abarth 595! They're equally loud, rowdy and silly as the QV Alfa models. And most important of all. FUN.
I'm sure you'll find the same type of crazy and raw character in all of Alfa's top trim models, the same goes for Abarth, these cars are pure joy.","
 @Lollikips
 ",4 years ago,0.254,0.039,0.707,Alfa Romeo,5
149,16:06 isn't it the slider's (right below the buckle) purpose to hold the buckle up so this doesn't happen?,"
 @James_3000
 ",4 years ago,0.0,0.0,1.0,Alfa Romeo,1
150,"Wow, just WOW!!! What a nice SUV!","
 @troy9er
 ",4 years ago,0.804,0.0,0.196,Alfa Romeo,5
151,"It's about time you guys try an Alfa, wait until you drive the Giulia, you will freak out, and yes it has its quirks, but it's an ALFA!! its a driver's car, THANK YOU for finally reviewing it...cannot wait for the Giulia!!  i knew you guys would love these cars  Viva Italia!!","
 @superalain1961
 ",4 years ago,0.215,0.032,0.753,Alfa Romeo,5
152,"I would like to suggest something regarding your videos, if at the end of the video you could add scores like:
Performance, Handling, Reliability, Exhaust sound, Look(subjective though) etc. It would be great and helpful.
Keep making these great videos. The content is rich and meet me if I ever get to Canada","
 @RITWIKTIWARI24
 ",4 years ago,0.298,0.033,0.669,Alfa Romeo,4
153,Im a huge Alfa fan. This video was fantastic. Thank you,"
 @alexlafreniere6573
 ",4 years ago,0.641,0.0,0.359,Alfa Romeo,5
154,"Been waiting for you guys to recommend the dws06 tire! On my 3rd set, best all season tire.","
 @wowowiiwaa1337
 ",4 years ago,0.304,0.0,0.696,Alfa Romeo,5
155,"First comment on this channel.  All I gotta say is, AMAZING work guys.  Thoroughly enjoyed this review.  Might be a stretch but you have to review a Lancia Delta Integrale! :)","
 @ztech-consulting
 ",4 years ago,0.272,0.0,0.728,Alfa Romeo,5
156,"Favorite sounding automobile ever 
Lexus LFA: Am I a joke to you???","
 @mohamedhussein5190
 ",4 years ago,0.418,0.0,0.582,Alfa Romeo,5
157,"Stelvio Lusso Verde Green, Optional 20"" silver wheels, Yellow Brake Calipers is the best combo for the non Q4 model...","
 @-Magus
 ",4 years ago,0.181,0.0,0.819,Alfa Romeo,5
158,"Congrats lads, very sweet review. Pretty expensive tho' for an Alfa tho'","
 @flashmasstock
 ",4 years ago,0.53,0.0,0.47,Alfa Romeo,4
159,I can't wait to see you guys review the Giulia!,"
 @247gautam
 ",4 years ago,0.0,0.0,1.0,Alfa Romeo,5
160,The engine note is taken fresh from every forza game ever,"
 @brinsfordale693
 ",4 years ago (edited),0.187,0.0,0.813,Alfa Romeo,5
161,"You guys going to review the sedan as well?
Alfa Romeo is on my top five","
 @maxxas5067
 ",4 years ago (edited),0.218,0.0,0.782,Alfa Romeo,5
162,"To summarize Yuri and Jakub:
Yuri: ""...it makes it a lot quieter...and a lot more chill on the throttle response""


Jakub: ""Yeah...which I don't care about""  LOL","
 @Landoram
 ",4 years ago,0.0,0.2,0.8,Alfa Romeo,3
163,"Hi Guys, from Dominican Republic I have a suggestion video , why don’t you guys make a video or something raking the blue cars that you already reviewed, P.S I recommend this channel to all the car enthusiasts people I meet, work, college, anybody, keep it up guys , you are the best","
 @gregorymena6297
 ",4 years ago,0.175,0.0,0.825,Alfa Romeo,5
164,Should test the regular Stelvio and see if you still love it. Its a great looking SUV tho.,"
 @ctk4949
 ",4 years ago,0.356,0.0,0.644,Alfa Romeo,5
165,I've been seeing these beautiful things around lately and I was literally going to request you guys do a video on it just to go to YouTube and see that you guys already uploaded it! Noice! :),"
 @Miguel120710
 ",4 years ago,0.185,0.0,0.815,Alfa Romeo,1
166,"0:08 
I loved the way the car reacted when yu floor it..  its shows that its not that stiff... but i loved it... but atleast its not video game stiff instead it has a natural body roll...","
 @mohammedhasir4282
 ",4 years ago,0.263,0.0,0.737,Alfa Romeo,1
167,Picking up my 2018 Giulia Quad in Tri-coat Rosso red at the end of the month! I'm excited to see you guys finally reviewing Alfa Romeo's!!!! I was one of the fan's that sent you a message on your FB requesting a review :D,"
 @asianteen92
 ",4 years ago,0.163,0.0,0.837,Alfa Romeo,5
168,Omg... Top Shelf Review.. As usual! What a stunning sound and vehicle.... Woot!,"
 @RichardMiles111
 ",4 years ago,0.464,0.0,0.536,Alfa Romeo,5
169,Excited to see the cheaper dodge\chrysler versions on the giulia and stelvio.,"
 @brraarafdfd
 ",4 years ago,0.179,0.0,0.821,Alfa Romeo,5
170,My friend’s Charger RT is a very similar color to this and I absolutely love it. It’s such a gorgeous color.,"
 @BeesonsCars
 ",4 years ago,0.347,0.0,0.653,Alfa Romeo,5
171,"You guys need to drive the Giulia QV, trust me.   I've driven both...  I was on my way to buy a BMW M3 Comp Pack and swung by the Alfa dealership on the way to the BMW dealership.  I took a test drive and the Giulia was in my garage the next day.","
 @troycarman906
 ",3 years ago (edited),0.064,0.0,0.936,Alfa Romeo,5
172,"Holy Crap!  This Car is Awesome! 

WAY TO GO ALFA ROMEO! 

This will be my next preowned car for sure!","
 @CarStory
 ",4 years ago,0.279,0.096,0.626,Alfa Romeo,1
173,"I just asked this car little time ago and you delivered! Thanks, great review! I knew you would like that car so much! I should ask more now when seeing that you fulfill all wishes.","
 @samiviitasalo1173
 ",4 years ago,0.355,0.0,0.645,Alfa Romeo,5
174,Great review!  Loved it.,"
 @stristan6302
 ",4 years ago,0.806,0.0,0.194,Alfa Romeo,5
175,I can feel its a LOT more responsive.,"
 @harisqureshi7469
 ",4 years ago,0.358,0.0,0.642,Alfa Romeo,3
176,I like this test drive guys!,"
 @DarioZani
 ",4 years ago,0.411,0.0,0.589,Alfa Romeo,5
177,"Can’t wait until Alfa build a 2+2 Brera successor in the Guilia platform, with a manual. And if you guys think the 2.9 sounds good you should try driving an old Alfa with the Busso 3.2 V6, like the 147 GTA, 156 GTA, GT 3.2, GTV6","
 @chrisogrady28
 ",4 years ago (edited),0.202,0.0,0.798,Alfa Romeo,5
178,"""this is my favorite sounding engine ever"" I don't know how many times I have heard that  ","
 @Gautam0177
 ",4 years ago,0.176,0.0,0.824,Alfa Romeo,5
179,Great video!  I love my Alfa!,"
 @RomeoReviews
 ",4 years ago,0.748,0.0,0.252,Alfa Romeo,5
180,"This thing will probably be surpassed once there’s an AMG of the new GLE with the suspension adaptation to make it corner much unlike an suv. But until then, enjoy it, Alfa","
 @devongee1776
 ",4 years ago,0.122,0.0,0.878,Alfa Romeo,4
181,Urus or alfa romeo? I prefer this car. That exhaust sound just fantastic,"
 @ve2126
 ",4 years ago,0.228,0.139,0.633,Alfa Romeo,5
182,You guys gotta do the F-Pace 2019 as its own video!,"
 @pranavs7020
 ",4 years ago,0.0,0.0,1.0,Alfa Romeo,5
183,"Please please please review a Giulia. I’m in love with that car, been lucky enough to drive the quadrifoglio a few times","
 @hitandrun117
 ",3 years ago,0.481,0.0,0.519,Alfa Romeo,5
184,Been waiting for you to do this and the Guilia,"
 @kenm7074
 ",4 years ago,0.0,0.0,1.0,Alfa Romeo,5
185,Definitely the best driving suv on the market. Has the most character and sounds amazing. You guys keep saying Chrysler /FCA. Yes they are under the same blanket but the Giulia and Stelvio were designed and built from the ground up by ALFA . No Chrysler parts in these vehicles whatsoever,"
 @adamd2090
 ",4 years ago,0.154,0.05,0.796,Alfa Romeo,5
