Name,Comment
Muz,"Had a Williams F1 ceramic coat applied. Total time for prep and application on a car just under a year old - 9 hours. Very happy with how it looks, proof of the pudding will be in the cleaning though. Guaranteed for the time the car is in my ownership"
Deman77,"Guaranteed or not, wash with ph neutral stuff and do not use harsh prewash or various bug or tat removal chemicals. Citrus prewash is mild but try to use the lowest concentration that gives you adequate clean."
Muz,Got a complimentary case of Williams post coating products. am also being sent an email with recommended products to use and how to apply. Very impressed...so farI don’t use car washes and am pretty anal when cleaning my cars too. One of the main reasons I had the ceramic coating done is that I didn’t realise just how long it took to clean a car as big as the Stelvio. I am getting less anal as I get olderI will be using the two bucket wash principle and a mitten rather than a sponge. I have already been told not to use a sponge on anything but the interior plastics!Hard work cleaning a car these days. lol
CABBLACK,Looks great I'm sure thats money well spent
VeloceRosso,That looks beautiful!
Deman77,"You are right - the mitt. Don’t know why I said sponge. Haven’t used those for ages.I’ve been cleaning a much bigger xc90 with two buckets and a mitt for the last 5 years so Stelvio is quite a bit smaller in my case and I also don’t need a step to do the roof. Prewash and power rinse before I touch the car definitely cuts good 15min off the job as stuff on wheels and arches just melts off and should reduce marring even with ONR. I am also glad I modified my rainwater tub to connect it to my pressure washer as there is no staining from water runs now so I do not need to make extra drying passes - my tap water is super scaly so you would always get some stains around boot seals and mirrors as they just drip water forever - I think I will appreciate it more in summer when it dries out fast.I am same as you trying to figure out the quickest and least fuss way to wash it as otherwise I will just stop doing it. One thing that helped is an extra drying towel. Starting up and tidying is 10min each at the moment - if I cut that to 5 I should get to under 40 for the job which should stop it being an event. I’ve also made sure my pressure washer makes next to no noise so I can do this at silly times in summer, before I wake the neighbours with cold start."
Deman77,I stared at those photos for good five minutes. Very nice look. I think I slightly prefer this look to a QV look. Looks classy.
Muz,"Your car is in my favourite colour and I did seriously consider buying a blue Stelvio. Two reasons I didn’t. My wife does not like blue cars and I have never owned a Rosso Alfa, which to me has always been “the” Alfa colour. So more than 10 Alfas owned and now I have one in the right colourIt is a more “look at me” colour on the Stelvio than I expected tbh. I sometimes wish it was more bland when out driving!"
GVblue,You little fibber.
Muz,"Nah, in traffic jams I don’t enjoy it all. I am more of a backroom guy than front office “mine host”! I liked something James May said though, something along the lines of driving a supercar (which clearly isn’t a standard Stelvio) is like hanging a Rembrandt outside your home rather than in it. You are doing the public a service showing them something beautiful but as you are inside it you can’t get the full benefit whilst drivingedit - just noticed that you have two very good looking “look at me cars” clearly an extrovert!"
CABBLACK,"Can't lie I love the fact my Stelvio turns heads, every time I see a BMW or Audi driverStaring I think yeah mate you bought the wrong car. 😊"
Deman77,"Alfas definitely brighten up the traffic. smth about their lines that just makes you take a second look.not many cars for mortals do that for me. Latest Mx-5, fiat500, the two door minis, full fat AMG estates and all the Alfas.So driving one I feel I make other people’s day a big less boring."
alfa1959,"I woke up to a blanket of snow this morning.Just come back from a snowy test drive down a road that leads to a business park that is closed at weekends; I was the only one on the road.I was able to experience for the first time the Q4 system in action and I must say I was very pleasantly surprised, the car felt very sure footed, pulled very well and linear in acceleration.On the breaking side of things, you have to bet a little more careful and judge your distances as expected in this kind of conditions.All in all very good fun!!!"
Deman77,Those look like summer tyres. They will be fine as long as snow is fresh and not compacted or you are cutting to the wet road surface underneath. Any incline and compacted snow or icy surface and the only difference Q4 will make is helping you keep it in straight line as you are skidding on the spot. Braking it will only help with engine braking. It’s stressful. Rwd Giulia on snow+mud marked mild winter tyres will be laughing at you. You pretty much not need to adjust what you are doing if you are on those..With summers you need to be in A use the highest possible gear and constantly be on edge anticipating your braking way in advance. I suggest some snow socks in the boot too.But back to Q4 - see if you can expose torque management in performance pages. I’ve not tried in bad surfaces as I try to keep an eye on the road but flooring it out of a roundabout you can see when she transfers torque to the front.
alfa1959,"Deman77 said:Those look like summer tyres. They will be fine as long as snow is fresh and not compacted or you are cutting to the wet road surface underneath. Any incline and compacted snow or icy surface and the only difference Q4 will make is helping you keep it in straight line as you are skidding on the spot. Braking it will only help with engine braking. It’s stressful. Rwd Giulia on snow+mud marked mild winter tyres will be laughing at you. You pretty much not need to adjust what you are doing if you are on those..With summers you need to be in A use the highest possible gear and constantly be on edge anticipating your braking way in advance. I suggest some snow socks in the boot too.But back to Q4 - see if you can expose torque management in performance pages. I’ve not tried in bad surfaces as I try to keep an eye on the road but flooring it out of a roundabout you can see when she transfers torque to the front.Click to expand...Hi,Yes they are the original Michelin Latitude tyres and snow was very fresh and I was on A setting.Like you say if it was compacted and iced might have been a different experience.Good idea re snow socks."
